iShares Russell 2000 ETF
Fund Holdings as of,"Apr 10, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"280,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"EPSN","EPSILON ENERGY LTD","Energy","Equity","2,504,683.44","0.00","2,504,683.44","409,262.00","6.12","United States","NASDAQ","USD","1.00","USD","-"
"BYRN","BYRNA TECHNOLOGIES INC","Industrials","Equity","2,492,315.84","0.00","2,492,315.84","438,788.00","5.68","United States","NASDAQ","USD","1.00","USD","-"
"FF","FUTUREFUEL CORP","Energy","Equity","2,477,939.55","0.00","2,477,939.55","602,905.00","4.11","United States","NYSE","USD","1.00","USD","-"
"TTGT","TECHTARGET INC","Communication","Equity","2,470,346.02","0.00","2,470,346.02","672,203.00","3.67","United States","NASDAQ","USD","1.00","USD","-"
"LUCD","LUCID DIAGNOSTICS INC","Health Care","Equity","2,451,696.50","0.00","2,451,696.50","2,131,910.00","1.15","United States","NASDAQ","USD","1.00","USD","-"
"TCX","TUCOWS INC","Information Technology","Equity","2,421,703.68","0.00","2,421,703.68","157,663.00","15.36","United States","NASDAQ","USD","1.00","USD","-"
"SKIN","BEAUTY HEALTH COMPANY CLASS A CLAS","Consumer Staples","Equity","2,422,015.71","0.00","2,422,015.71","2,697,723.00","0.90","United States","NASDAQ","USD","1.00","USD","-"
"NODK","NI HOLDINGS INC","Financials","Equity","2,419,569.01","0.00","2,419,569.01","187,709.00","12.89","United States","NASDAQ","USD","1.00","USD","-"
"ADV","ADVANTAGE SOLUTIONS INC CLASS A","Communication","Equity","2,410,407.30","0.00","2,410,407.30","90,685.00","26.58","United States","NASDAQ","USD","1.00","USD","-"
"HUMA","HUMACYTE INC","Health Care","Equity","2,403,010.08","0.00","2,403,010.08","3,723,288.00","0.65","United States","NASDAQ","USD","1.00","USD","-"
"AOUT","AMERICAN OUTDOOR BRANDS INC","Consumer Discretionary","Equity","2,396,031.33","0.00","2,396,031.33","250,369.00","9.57","United States","NASDAQ","USD","1.00","USD","-"
"TBI","TRUEBLUE INC","Industrials","Equity","2,389,328.28","0.00","2,389,328.28","717,516.00","3.33","United States","NYSE","USD","1.00","USD","-"
"FOA","FINANCE OF AMERICA COMPANIES INC C","Financials","Equity","2,378,605.07","0.00","2,378,605.07","124,339.00","19.13","United States","NYSE","USD","1.00","USD","-"
"BSET","BASSETT FURNITURE INDUSTRIES INC","Consumer Discretionary","Equity","2,370,982.35","0.00","2,370,982.35","169,235.00","14.01","United States","NASDAQ","USD","1.00","USD","-"
"OFLX","OMEGA FLEX INC","Industrials","Equity","2,371,505.60","0.00","2,371,505.60","72,302.00","32.80","United States","NASDAQ","USD","1.00","USD","-"
"BOOM","DMC GLOBAL INC","Energy","Equity","2,376,123.98","0.00","2,376,123.98","466,822.00","5.09","United States","NASDAQ","USD","1.00","USD","-"
"ALDX","ALDEYRA THERAPEUTICS INC","Health Care","Equity","2,364,260.08","0.00","2,364,260.08","1,328,236.00","1.78","United States","NASDAQ","USD","1.00","USD","-"
"STRW","STRAWBERRY FIELDS REIT INC","Real Estate","Equity","2,359,114.56","0.00","2,359,114.56","178,992.00","13.18","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"OPRX","OPTIMIZERX CORP","Health Care","Equity","2,351,069.55","0.00","2,351,069.55","383,535.00","6.13","United States","NASDAQ","USD","1.00","USD","-"
"LE","LAND END INC","Consumer Discretionary","Equity","2,344,028.54","0.00","2,344,028.54","215,642.00","10.87","United States","NASDAQ","USD","1.00","USD","-"
"THRY","THRYV HOLDINGS INC","Communication","Equity","2,344,244.00","0.00","2,344,244.00","808,360.00","2.90","United States","NASDAQ","USD","1.00","USD","-"
"CRDF","CARDIFF ONCOLOGY INC","Health Care","Equity","2,345,072.34","0.00","2,345,072.34","1,484,223.00","1.58","United States","NASDAQ","USD","1.00","USD","-"
"LARK","LANDMARK BANCORP INC","Financials","Equity","2,326,056.16","0.00","2,326,056.16","87,053.00","26.72","United States","NASDAQ","USD","1.00","USD","-"
"NKTX","NKARTA INC","Health Care","Equity","2,320,463.46","0.00","2,320,463.46","1,069,338.00","2.17","United States","NASDAQ","USD","1.00","USD","-"
"JYNT","JOINT CORP","Health Care","Equity","2,259,839.07","0.00","2,259,839.07","258,859.00","8.73","United States","NASDAQ","USD","1.00","USD","-"
"CXDO","CREXENDO INC","Information Technology","Equity","2,253,422.16","0.00","2,253,422.16","379,364.00","5.94","United States","NASDAQ","USD","1.00","USD","-"
"BALY","BALLY S CORP","Consumer Discretionary","Equity","2,256,832.80","0.00","2,256,832.80","208,966.00","10.80","United States","NYSE","USD","1.00","USD","-"
"KLC","KINDERCARE LEARNING COMPANIES INC","Consumer Discretionary","Equity","2,259,107.22","0.00","2,259,107.22","781,698.00","2.89","United States","NYSE","USD","1.00","USD","-"
"SKYX","SKYX PLATFORMS CORP","Industrials","Equity","2,250,036.32","0.00","2,250,036.32","2,008,961.00","1.12","United States","NASDAQ","USD","1.00","USD","-"
"ACNT","ASCENT INDUSTRIES","Materials","Equity","2,202,533.58","0.00","2,202,533.58","163,514.00","13.47","United States","NASDAQ","USD","1.00","USD","-"
"SLQT","SELECTQUOTE INC","Financials","Equity","2,181,126.79","0.00","2,181,126.79","3,326,917.00","0.66","United States","NYSE","USD","1.00","USD","-"
"JELD","JELD WEN HOLDING INC","Industrials","Equity","2,183,156.85","0.00","2,183,156.85","2,079,197.00","1.05","United States","NYSE","USD","1.00","USD","-"
"ELA","ENVELA CORP","Consumer Discretionary","Equity","2,172,118.52","0.00","2,172,118.52","125,411.00","17.32","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"KULR","KULR TECHNOLOGY GROUP INC","Industrials","Equity","2,174,811.12","0.00","2,174,811.12","1,006,857.00","2.16","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"FNWD","FINWARD BANCORP","Financials","Equity","2,176,090.00","0.00","2,176,090.00","62,174.00","35.00","United States","NASDAQ","USD","1.00","USD","-"
"SMID","SMITH MIDLAND CORP","Materials","Equity","2,167,307.46","0.00","2,167,307.46","72,558.00","29.87","United States","NASDAQ","USD","1.00","USD","-"
"PNBK","PATRIOT NATIONAL BANCORP INC","Financials","Equity","2,161,259.31","0.00","2,161,259.31","1,625,007.00","1.33","United States","NASDAQ","USD","1.00","USD","-"
"DMRC","DIGIMARC CORP","Information Technology","Equity","2,156,492.00","0.00","2,156,492.00","381,680.00","5.65","United States","NASDAQ","USD","1.00","USD","-"
"DERM","JOURNEY MEDICAL CORP","Health Care","Equity","2,125,826.45","0.00","2,125,826.45","411,185.00","5.17","United States","NASDAQ","USD","1.00","USD","-"
"HURA","TUHURA BIOSCIENCES INC","Health Care","Equity","2,112,906.92","0.00","2,112,906.92","930,796.00","2.27","United States","NASDAQ","USD","1.00","USD","-"
"KLTR","KALTURA INC","Information Technology","Equity","2,104,398.36","0.00","2,104,398.36","1,948,517.00","1.08","United States","NASDAQ","USD","1.00","USD","-"
"LAW","CS DISCO INC","Information Technology","Equity","2,085,147.20","0.00","2,085,147.20","622,432.00","3.35","United States","NYSE","USD","1.00","USD","-"
"TMCI","TREACE MEDICAL CONCEPTS INC","Health Care","Equity","2,076,842.87","0.00","2,076,842.87","1,147,427.00","1.81","United States","NASDAQ","USD","1.00","USD","-"
"JILL","J JILL INC","Consumer Discretionary","Equity","2,076,289.38","0.00","2,076,289.38","175,659.00","11.82","United States","NYSE","USD","1.00","USD","-"
"AIRJ","AIRJOULE TECHNOLOGIES CORP CLASS A","Industrials","Equity","2,068,391.18","0.00","2,068,391.18","694,091.00","2.98","United States","NASDAQ","USD","1.00","USD","-"
"GYRE","GYRE THERAPEUTICS INC","Health Care","Equity","2,024,512.67","0.00","2,024,512.67","273,953.00","7.39","United States","NASDAQ","USD","1.00","USD","-"
"WHG","WESTWOOD HOLDINGS GROUP INC","Financials","Equity","2,015,795.88","0.00","2,015,795.88","126,303.00","15.96","United States","NYSE","USD","1.00","USD","-"
"SPWR","SUNPOWER INC","Industrials","Equity","2,002,879.20","0.00","2,002,879.20","1,726,620.00","1.16","United States","NASDAQ","USD","1.00","USD","-"
"GWRS","GLOBAL WATER RESOURCES INC","Utilities","Equity","1,990,377.68","0.00","1,990,377.68","254,524.00","7.82","United States","NASDAQ","USD","1.00","USD","-"
"DOMO","DOMO INC CLASS B","Information Technology","Equity","1,984,361.28","0.00","1,984,361.28","819,984.00","2.42","United States","NASDAQ","USD","1.00","USD","-"
"KRRO","KORRO BIO INC","Health Care","Equity","1,971,220.12","0.00","1,971,220.12","155,459.00","12.68","United States","NASDAQ","USD","1.00","USD","-"
"RVSB","RIVERVIEW BANCORP INC","Financials","Equity","1,940,143.08","0.00","1,940,143.08","343,997.00","5.64","United States","NASDAQ","USD","1.00","USD","-"
"MXCT","MAXCYTE INC","Health Care","Equity","1,936,032.68","0.00","1,936,032.68","2,446,339.00","0.79","United States","NASDAQ","USD","1.00","USD","-"
"SUNS","SUNRISE REALTY TRUST INC","Financials","Equity","1,927,673.94","0.00","1,927,673.94","247,773.00","7.78","United States","NASDAQ","USD","1.00","USD","-"
"HNVR","HANOVER BANCORP INC","Financials","Equity","1,915,724.79","0.00","1,915,724.79","85,257.00","22.47","United States","NASDAQ","USD","1.00","USD","-"
"GOSS","GOSSAMER BIO INC","Health Care","Equity","1,916,000.54","0.00","1,916,000.54","4,678,878.00","0.41","United States","NASDAQ","USD","1.00","USD","-"
"CRMT","AMERICAS CAR MART INC","Consumer Discretionary","Equity","1,908,899.52","0.00","1,908,899.52","172,128.00","11.09","United States","NASDAQ","USD","1.00","USD","-"
"HFFG","HF FOODS GROUP INC","Consumer Staples","Equity","1,909,881.71","0.00","1,909,881.71","913,819.00","2.09","United States","NASDAQ","USD","1.00","USD","-"
"TRAK","REPOSITRAK INC","Information Technology","Equity","1,888,399.88","0.00","1,888,399.88","263,743.00","7.16","United States","NYSE","USD","1.00","USD","-"
"ECBK","ECB BANCORP INC","Financials","Equity","1,865,879.80","0.00","1,865,879.80","99,940.00","18.67","United States","NASDAQ","USD","1.00","USD","-"
"HAIN","HAIN CELESTIAL GROUP INC","Consumer Staples","Equity","1,866,604.14","0.00","1,866,604.14","2,145,522.00","0.87","United States","NASDAQ","USD","1.00","USD","-"
"MNTK","MONTAUK RENEWABLES INC","Utilities","Equity","1,824,594.00","0.00","1,824,594.00","1,520,495.00","1.20","United States","NASDAQ","USD","1.00","USD","-"
"RMBI","RICHMOND MUTUAL BANCORPORATION INC","Financials","Equity","1,812,101.30","0.00","1,812,101.30","130,367.00","13.90","United States","NASDAQ","USD","1.00","USD","-"
"GAMB","GAMBLING COM GROUP LTD","Communication","Equity","1,770,575.04","0.00","1,770,575.04","490,464.00","3.61","Jersey","NASDAQ","USD","1.00","USD","-"
"CPSS","CONSUMER PORTFOLIO SERVICES INC","Financials","Equity","1,775,126.72","0.00","1,775,126.72","215,428.00","8.24","United States","NASDAQ","USD","1.00","USD","-"
"RPT","RITHM PROPERTY INC TRUST","Financials","Equity","1,763,244.01","0.00","1,763,244.01","123,563.00","14.27","United States","NYSE","USD","1.00","USD","-"
"FLWS","1-800 FLOWERS.COM INC CLASS A","Consumer Discretionary","Equity","1,766,683.44","0.00","1,766,683.44","538,623.00","3.28","United States","NASDAQ","USD","1.00","USD","-"
"CLAR","CLARUS CORP","Consumer Discretionary","Equity","1,768,712.40","0.00","1,768,712.40","647,880.00","2.73","United States","NASDAQ","USD","1.00","USD","-"
"ATYR","ATYR PHARMA INC","Health Care","Equity","1,738,413.29","0.00","1,738,413.29","2,088,435.00","0.83","United States","NASDAQ","USD","1.00","USD","-"
"XZO","EXZEO GROUP INC","Financials","Equity","1,725,455.32","0.00","1,725,455.32","116,036.00","14.87","United States","NYSE","USD","1.00","USD","-"
"ARQ","ARQ INC","Materials","Equity","1,686,200.67","0.00","1,686,200.67","777,051.00","2.17","United States","NASDAQ","USD","1.00","USD","-"
"BRCC","BRC INC CLASS A","Consumer Staples","Equity","1,687,575.67","0.00","1,687,575.67","2,091,431.00","0.81","United States","NYSE","USD","1.00","USD","-"
"OM","OUTSET MEDICAL INC","Health Care","Equity","1,678,555.20","0.00","1,678,555.20","399,656.00","4.20","United States","NASDAQ","USD","1.00","USD","-"
"GETY","GETTY IMAGES HOLDINGS INC CLASS A","Communication","Equity","1,669,500.45","0.00","1,669,500.45","2,033,744.00","0.82","United States","NYSE","USD","1.00","USD","-"
"CBNA","CHAIN BRIDGE BANCORP INC CLASS A","Financials","Equity","1,641,859.60","0.00","1,641,859.60","45,862.00","35.80","United States","NYSE","USD","1.00","USD","-"
"HCAT","HEALTH CATALYST INC","Health Care","Equity","1,622,648.90","0.00","1,622,648.90","1,628,675.00","1.00","United States","NASDAQ","USD","1.00","USD","-"
"LAKE","LAKELAND INDUSTRIES INC","Consumer Discretionary","Equity","1,610,302.25","0.00","1,610,302.25","180,325.00","8.93","United States","NASDAQ","USD","1.00","USD","-"
"RCEL","AVITA MEDICAL INC","Health Care","Equity","1,611,561.69","0.00","1,611,561.69","321,669.00","5.01","United States","NASDAQ","USD","1.00","USD","-"
"EEX","EMERALD HOLDING INC","Communication","Equity","1,605,141.70","0.00","1,605,141.70","360,706.00","4.45","United States","NYSE","USD","1.00","USD","-"
"CARL","CARLSMED INC","Health Care","Equity","1,495,822.92","0.00","1,495,822.92","167,318.00","8.94","United States","NASDAQ","USD","1.00","USD","-"
"CURV","TORRID HOLDINGS INC","Consumer Discretionary","Equity","1,464,289.18","0.00","1,464,289.18","743,294.00","1.97","United States","NYSE","USD","1.00","USD","-"
"VIRC","VIRCO MANUFACTURING CORP","Industrials","Equity","1,464,414.64","0.00","1,464,414.64","260,572.00","5.62","United States","NASDAQ","USD","1.00","USD","-"
"ZVIA","ZEVIA CLASS A","Consumer Staples","Equity","1,460,496.96","0.00","1,460,496.96","1,248,288.00","1.17","United States","NYSE","USD","1.00","USD","-"
"FORR","FORRESTER RESEARCH INC","Industrials","Equity","1,426,564.40","0.00","1,426,564.40","282,488.00","5.05","United States","NASDAQ","USD","1.00","USD","-"
"SFBC","SOUND FINANCIAL BANCORP INC","Financials","Equity","1,431,628.83","0.00","1,431,628.83","32,049.00","44.67","United States","NASDAQ","USD","1.00","USD","-"
"FSP","FRANKLIN STREET PROPERTIES REIT CO","Real Estate","Equity","1,419,168.52","0.00","1,419,168.52","2,161,719.00","0.66","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"RNAC","CARTESIAN THERAPEUTICS INC","Health Care","Equity","1,424,041.32","0.00","1,424,041.32","238,134.00","5.98","United States","NASDAQ","USD","1.00","USD","-"
"UNB","UNION BANKSHARES INC","Financials","Equity","1,400,682.36","0.00","1,400,682.36","57,358.00","24.42","United States","NASDAQ","USD","1.00","USD","-"
"AVD","AMER VANGUARD CORP","Materials","Equity","1,391,012.33","0.00","1,391,012.33","597,001.00","2.33","United States","NYSE","USD","1.00","USD","-"
"CSPI","CSP INC","Information Technology","Equity","1,386,716.18","0.00","1,386,716.18","157,046.00","8.83","United States","NASDAQ","USD","1.00","USD","-"
"SSTI","SOUNDTHINKING INC","Information Technology","Equity","1,377,253.80","0.00","1,377,253.80","221,780.00","6.21","United States","NASDAQ","USD","1.00","USD","-"
"SVCO","SILVACO GROUP INC","Information Technology","Equity","1,346,256.28","0.00","1,346,256.28","185,947.00","7.24","United States","NASDAQ","USD","1.00","USD","-"
"FFAI","FARADAY FUTURE INTELLIGENT ELECTRI","Consumer Discretionary","Equity","1,323,689.94","0.00","1,323,689.94","4,139,118.00","0.32","United States","NASDAQ","USD","1.00","USD","-"
"TCI","TRANSCONTINENTAL REALTY INVESTORS","Real Estate","Equity","1,327,023.18","0.00","1,327,023.18","33,159.00","40.02","United States","NYSE","USD","1.00","USD","-"
"NPWR","NET POWER INC CLASS A","Industrials","Equity","1,318,699.61","0.00","1,318,699.61","873,311.00","1.51","United States","NYSE","USD","1.00","USD","-"
"INH","INHIBRX INC CVR","Health Care","Equity","1,318,763.76","0.00","1,318,763.76","794,436.00","1.66","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"NRDY","NERDY INC CLASS A","Consumer Discretionary","Equity","1,294,175.33","0.00","1,294,175.33","1,494,774.00","0.87","United States","NYSE","USD","1.00","USD","-"
"MPX","MARINE PRODUCTS CORP","Consumer Discretionary","Equity","1,297,860.96","0.00","1,297,860.96","173,976.00","7.46","United States","NYSE","USD","1.00","USD","-"
"LNSR","LENSAR INC","Health Care","Equity","1,268,757.30","0.00","1,268,757.30","222,589.00","5.70","United States","NASDAQ","USD","1.00","USD","-"
"SMTI","SANARA MEDTECH INC","Health Care","Equity","1,249,122.51","0.00","1,249,122.51","75,567.00","16.53","United States","NASDAQ","USD","1.00","USD","-"
"STIM","NEURONETICS INC","Health Care","Equity","1,234,978.65","0.00","1,234,978.65","914,799.00","1.35","United States","NASDAQ","USD","1.00","USD","-"
"AISP","AIRSHIP AI HOLDINGS INC CLASS A","Information Technology","Equity","1,214,663.58","0.00","1,214,663.58","586,794.00","2.07","United States","NASDAQ","USD","1.00","USD","-"
"LUNG","PULMONX CORP","Health Care","Equity","1,207,778.30","0.00","1,207,778.30","881,590.00","1.37","United States","NASDAQ","USD","1.00","USD","-"
"TTEC","TTEC HOLDINGS INC","Industrials","Equity","1,198,895.70","0.00","1,198,895.70","521,259.00","2.30","United States","NASDAQ","USD","1.00","USD","-"
"TUSK","MAMMOTH ENERGY SERVICES INC","Energy","Equity","1,202,968.37","0.00","1,202,968.37","499,157.00","2.41","United States","NASDAQ","USD","1.00","USD","-"
"AEYE","AUDIOEYE INC","Information Technology","Equity","1,190,077.35","0.00","1,190,077.35","195,415.00","6.09","United States","NASDAQ","USD","1.00","USD","-"
"PAMT","PAMT CORP","Industrials","Equity","1,181,881.20","0.00","1,181,881.20","127,084.00","9.30","United States","NASDAQ","USD","1.00","USD","-"
"AARD","AARDVARK THERAPEUTICS INC","Health Care","Equity","1,166,145.44","0.00","1,166,145.44","295,976.00","3.94","United States","NASDAQ","USD","1.00","USD","-"
"DCGO","DOCGO INC","Health Care","Equity","1,155,908.37","0.00","1,155,908.37","2,223,756.00","0.52","United States","NASDAQ","USD","1.00","USD","-"
"AKE","AKERO THERAPEUTICS CVR","Health Care","Equity","1,142,578.14","0.00","1,142,578.14","1,731,179.00","0.66","United States","NASDAQ","USD","1.00","USD","-"
"OPAL","OPAL FUELS INC CLASS A","Energy","Equity","1,127,018.92","0.00","1,127,018.92","461,893.00","2.44","United States","NASDAQ","USD","1.00","USD","-"
"AVBH","AVIDBANK HOLDINGS INC","Financials","Equity","1,127,368.32","0.00","1,127,368.32","37,882.00","29.76","United States","NASDAQ","USD","1.00","USD","-"
"NL","NL INDUSTRIES INC","Industrials","Equity","1,108,472.47","0.00","1,108,472.47","190,787.00","5.81","United States","NYSE","USD","1.00","USD","-"
"LFT","LUMENT FINANCE TRUST INC","Financials","Equity","1,094,964.48","0.00","1,094,964.48","855,441.00","1.28","United States","NYSE","USD","1.00","USD","-"
"EXFY","EXPENSIFY INC CLASS A","Information Technology","Equity","1,086,006.48","0.00","1,086,006.48","1,392,316.00","0.78","United States","NASDAQ","USD","1.00","USD","-"
"PROP","PRAIRIE OPERATING","Energy","Equity","1,077,369.12","0.00","1,077,369.12","748,173.00","1.44","United States","NASDAQ","USD","1.00","USD","-"
