iShares Russell 2000 ETF
Fund Holdings as of,"Apr 10, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"280,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"IDR","IDAHO STRATEGIC RESOURCES INC","Materials","Equity","12,858,684.15","0.02","12,858,684.15","347,063.00","37.05","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ALX","ALEXANDERS REIT INC","Real Estate","Equity","12,860,594.20","0.02","12,860,594.20","51,983.00","247.40","United States","NYSE","USD","1.00","USD","-"
"PFIS","PEOPLES FINANCIAL SERVICES CORP","Financials","Equity","12,796,995.75","0.02","12,796,995.75","221,593.00","57.75","United States","NASDAQ","USD","1.00","USD","-"
"NRIM","NORTHRIM BANCORP INC","Financials","Equity","12,784,449.60","0.02","12,784,449.60","515,502.00","24.80","United States","NASDAQ","USD","1.00","USD","-"
"CWCO","CONSOLIDATED WATER LTD","Utilities","Equity","12,775,722.96","0.02","12,775,722.96","361,816.00","35.31","United States","NASDAQ","USD","1.00","USD","-"
"EXPI","EXP WORLD HOLDINGS INC","Real Estate","Equity","12,767,810.34","0.02","12,767,810.34","2,160,374.00","5.91","United States","NASDAQ","USD","1.00","USD","-"
"CTKB","CYTEK BIOSCIENCES INC","Health Care","Equity","12,733,825.47","0.02","12,733,825.47","2,810,999.00","4.53","United States","NASDAQ","USD","1.00","USD","-"
"GDEN","GOLDEN ENTERTAINMENT INC","Consumer Discretionary","Equity","12,725,607.05","0.02","12,725,607.05","455,299.00","27.95","United States","NASDAQ","USD","1.00","USD","-"
"MLR","MILLER INDUSTRIES INC","Industrials","Equity","12,712,190.70","0.02","12,712,190.70","259,963.00","48.90","United States","NYSE","USD","1.00","USD","-"
"ASC","ARDMORE SHIPPING CORP","Energy","Equity","12,713,538.24","0.02","12,713,538.24","821,288.00","15.48","Bermuda","NYSE","USD","1.00","USD","-"
"AEVA","AEVA TECHNOLOGIES INC","Information Technology","Equity","12,618,793.80","0.02","12,618,793.80","945,228.00","13.35","United States","NASDAQ","USD","1.00","USD","-"
"CEVA","CEVA INC","Information Technology","Equity","12,607,524.67","0.02","12,607,524.67","612,313.00","20.59","United States","NASDAQ","USD","1.00","USD","-"
"BETA","BETA TECHNOLOGIES INC CLASS A","Industrials","Equity","12,584,267.52","0.02","12,584,267.52","757,632.00","16.61","United States","NYSE","USD","1.00","USD","-"
"RUM","RUMBLE INC CLASS A","Communication","Equity","12,586,860.83","0.02","12,586,860.83","2,522,417.00","4.99","United States","NASDAQ","USD","1.00","USD","-"
"HTFL","HEARTFLOW INC","Health Care","Equity","12,540,266.20","0.02","12,540,266.20","465,316.00","26.95","United States","NASDAQ","USD","1.00","USD","-"
"VTS","VITESSE ENERGY INC","Energy","Equity","12,488,127.82","0.02","12,488,127.82","680,923.00","18.34","United States","NYSE","USD","1.00","USD","-"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Real Estate","Equity","12,481,187.88","0.02","12,481,187.88","2,633,162.00","4.74","United States","NYSE","USD","1.00","USD","-"
"HZO","MARINEMAX INC","Consumer Discretionary","Equity","12,457,851.83","0.02","12,457,851.83","459,191.00","27.13","United States","NYSE","USD","1.00","USD","-"
"EMBC","EMBECTA CORP","Health Care","Equity","12,435,090.75","0.02","12,435,090.75","1,405,095.00","8.85","United States","NASDAQ","USD","1.00","USD","-"
"RZLV","REZOLVE AI PLC","Information Technology","Equity","12,432,865.34","0.02","12,432,865.34","5,223,893.00","2.38","United Kingdom","NASDAQ","USD","1.00","USD","-"
"SXC","SUNCOKE ENERGY INC","Materials","Equity","12,414,130.88","0.02","12,414,130.88","1,983,088.00","6.26","United States","NYSE","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","12,417,506.78","0.02","12,417,506.78","651,154.00","19.07","United States","NASDAQ","USD","1.00","USD","-"
"RIGL","RIGEL PHARMACEUTICALS INC","Health Care","Equity","12,383,223.60","0.02","12,383,223.60","424,083.00","29.20","United States","NASDAQ","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","12,361,096.30","0.02","12,361,096.30","1,305,290.00","9.47","United States","NASDAQ","USD","1.00","USD","-"
"ESPR","ESPERION THERAPEUTICS INC","Health Care","Equity","12,362,895.79","0.02","12,362,895.79","5,697,187.00","2.17","United States","NASDAQ","USD","1.00","USD","-"
"EBF","ENNIS INC","Industrials","Equity","12,337,773.44","0.02","12,337,773.44","554,756.00","22.24","United States","NYSE","USD","1.00","USD","-"
"SANA","SANA BIOTECHNOLOGY INC","Health Care","Equity","12,288,973.26","0.02","12,288,973.26","3,977,014.00","3.09","United States","NASDAQ","USD","1.00","USD","-"
"CNNE","CANNAE HOLDINGS INC","Financials","Equity","12,292,375.62","0.02","12,292,375.62","986,547.00","12.46","United States","NYSE","USD","1.00","USD","-"
"NUTX","NUTEX HEALTH INC","Health Care","Equity","12,205,021.10","0.02","12,205,021.10","120,782.00","101.05","United States","NASDAQ","USD","1.00","USD","-"
"TCMD","TACTILE SYSTEMS TECHNOLOGY INC","Health Care","Equity","12,190,230.69","0.02","12,190,230.69","520,283.00","23.43","United States","NASDAQ","USD","1.00","USD","-"
"FOR","FORESTAR GROUP INC","Real Estate","Equity","12,163,913.94","0.02","12,163,913.94","468,203.00","25.98","United States","NYSE","USD","1.00","USD","-"
"CRML","CRITICAL METALS CORP","Materials","Equity","12,150,223.57","0.02","12,150,223.57","1,369,811.00","8.87","United States","NASDAQ","USD","1.00","USD","-"
"SLDP","SOLID POWER INC CLASS A","Consumer Discretionary","Equity","12,154,368.75","0.02","12,154,368.75","4,120,125.00","2.95","United States","NASDAQ","USD","1.00","USD","-"
"HNRG","HALLADOR ENERGY","Utilities","Equity","12,154,680.00","0.02","12,154,680.00","799,650.00","15.20","United States","NASDAQ","USD","1.00","USD","-"
"GLRE","GREENLIGHT CAPITAL LTD CLASS A","Financials","Equity","12,129,766.16","0.02","12,129,766.16","656,728.00","18.47","United States","NASDAQ","USD","1.00","USD","-"
"NFBK","NORTHFIELD BANCORP INC","Financials","Equity","12,119,882.60","0.02","12,119,882.60","871,934.00","13.90","United States","NASDAQ","USD","1.00","USD","-"
"CPS","COOPER STANDARD HOLDINGS INC","Consumer Discretionary","Equity","12,124,654.68","0.02","12,124,654.68","403,617.00","30.04","United States","NYSE","USD","1.00","USD","-"
"CARS","CARS.COM INC","Communication","Equity","12,114,969.75","0.02","12,114,969.75","1,242,561.00","9.75","United States","NYSE","USD","1.00","USD","-"
"PD","PAGERDUTY INC","Information Technology","Equity","12,099,553.95","0.02","12,099,553.95","2,111,615.00","5.73","United States","NYSE","USD","1.00","USD","-"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","Equity","12,091,338.87","0.02","12,091,338.87","540,033.00","22.39","United States","NYSE","USD","1.00","USD","-"
"ACNB","ACNB CORP","Financials","Equity","12,086,229.74","0.02","12,086,229.74","235,967.00","51.22","United States","NASDAQ","USD","1.00","USD","-"
"FFIC","FLUSHING FINANCIAL CORP","Financials","Equity","12,016,285.74","0.02","12,016,285.74","754,318.00","15.93","United States","NASDAQ","USD","1.00","USD","-"
"HOV","HOVNANIAN ENTERPRISES INC CLASS A","Consumer Discretionary","Equity","11,969,168.80","0.02","11,969,168.80","114,428.00","104.60","United States","NYSE","USD","1.00","USD","-"
"AMBQ","AMBIQ MICRO INC","Information Technology","Equity","11,959,204.84","0.02","11,959,204.84","414,962.00","28.82","United States","NYSE","USD","1.00","USD","-"
"MPLT","MAPLIGHT THERAPEUTICS INC","Health Care","Equity","11,954,751.93","0.02","11,954,751.93","447,241.00","26.73","United States","NASDAQ","USD","1.00","USD","-"
"SD","SANDRIDGE ENERGY INC","Energy","Equity","11,930,877.18","0.02","11,930,877.18","773,226.00","15.43","United States","NYSE","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","11,933,514.21","0.02","11,933,514.21","2,012,397.00","5.93","United States","NASDAQ","USD","1.00","USD","-"
"GSM","FERROGLOBE PLC","Materials","Equity","11,927,642.00","0.02","11,927,642.00","2,806,504.00","4.25","United States","NASDAQ","USD","1.00","USD","-"
"ASPI","ASP ISOTOPES INC","Materials","Equity","11,915,317.12","0.02","11,915,317.12","2,659,669.00","4.48","United States","NASDAQ","USD","1.00","USD","-"
"CWBC","COMMUNITY WEST BANCSHARES","Financials","Equity","11,811,850.83","0.02","11,811,850.83","494,013.00","23.91","United States","NASDAQ","USD","1.00","USD","-"
"MLAB","MESA LABORATORIES INC","Health Care","Equity","11,783,911.36","0.02","11,783,911.36","122,954.00","95.84","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","11,762,368.26","0.02","11,762,368.26","416,662.00","28.23","United States","NYSE","USD","1.00","USD","-"
"SEPN","SEPTERNA INC","Health Care","Equity","11,713,487.73","0.02","11,713,487.73","507,297.00","23.09","United States","NASDAQ","USD","1.00","USD","-"
"SIBN","SI BONE INC","Health Care","Equity","11,691,089.64","0.02","11,691,089.64","910,521.00","12.84","United States","NASDAQ","USD","1.00","USD","-"
"MSBI","MIDLAND STATES BANCORP INC","Financials","Equity","11,613,657.07","0.02","11,613,657.07","479,309.00","24.23","United States","NASDAQ","USD","1.00","USD","-"
"HIFS","HINGHAM INSTITUTION FOR SAVINGS","Financials","Equity","11,580,927.32","0.02","11,580,927.32","39,493.00","293.24","United States","NASDAQ","USD","1.00","USD","-"
"FBIZ","FIRST BUSINESS FINANCIAL SERVICES","Financials","Equity","11,563,538.00","0.02","11,563,538.00","197,330.00","58.60","United States","NASDAQ","USD","1.00","USD","-"
"CLBK","COLUMBIA FINANCIAL INC","Financials","Equity","11,542,259.92","0.02","11,542,259.92","635,587.00","18.16","United States","NASDAQ","USD","1.00","USD","-"
"OFIX","ORTHOFIX MEDICAL INC","Health Care","Equity","11,501,354.26","0.02","11,501,354.26","929,027.00","12.38","United States","NASDAQ","USD","1.00","USD","-"
"BSRR","SIERRA BANCORP","Financials","Equity","11,475,220.40","0.02","11,475,220.40","316,820.00","36.22","United States","NASDAQ","USD","1.00","USD","-"
"BIOA","BIOAGE LABS INC","Health Care","Equity","11,461,580.98","0.02","11,461,580.98","707,942.00","16.19","United States","NASDAQ","USD","1.00","USD","-"
"CBLL","CERIBELL INC","Health Care","Equity","11,441,560.35","0.02","11,441,560.35","630,389.00","18.15","United States","NASDAQ","USD","1.00","USD","-"
"DC","DAKOTA GOLD CORP","Materials","Equity","11,421,425.08","0.02","11,421,425.08","2,107,274.00","5.42","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"FLOC","FLOWCO HOLDINGS INC CLASS A","Energy","Equity","11,387,912.31","0.02","11,387,912.31","499,689.00","22.79","United States","NYSE","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Information Technology","Equity","11,384,805.49","0.02","11,384,805.49","548,137.00","20.77","United States","NASDAQ","USD","1.00","USD","-"
"OPK","OPKO HEALTH INC","Health Care","Equity","11,352,599.84","0.02","11,352,599.84","9,786,724.00","1.16","United States","NASDAQ","USD","1.00","USD","-"
"PSTL","POSTAL REALTY TRUST INC CLASS A","Real Estate","Equity","11,354,782.46","0.02","11,354,782.46","566,041.00","20.06","United States","NYSE","USD","1.00","USD","-"
"HSTM","HEALTHSTREAM INC","Health Care","Equity","11,306,849.40","0.02","11,306,849.40","568,755.00","19.88","United States","NASDAQ","USD","1.00","USD","-"
"CHCT","COMMUNITY HEALTHCARE TRUST INC","Real Estate","Equity","11,312,554.26","0.02","11,312,554.26","660,009.00","17.14","United States","NYSE","USD","1.00","USD","-"
"SPRY","ARS PHARMACEUTICALS INC","Health Care","Equity","11,279,064.30","0.02","11,279,064.30","1,401,126.00","8.05","United States","NASDAQ","USD","1.00","USD","-"
"MNRO","MONRO INC","Consumer Discretionary","Equity","11,269,893.76","0.02","11,269,893.76","688,448.00","16.37","United States","NASDAQ","USD","1.00","USD","-"
"ASAN","ASANA INC CLASS A","Information Technology","Equity","11,275,735.38","0.02","11,275,735.38","2,065,153.00","5.46","United States","NYSE","USD","1.00","USD","-"
"TREE","LENDINGTREE INC","Financials","Equity","11,249,028.86","0.02","11,249,028.86","271,847.00","41.38","United States","NASDAQ","USD","1.00","USD","-"
"ZBIO","ZENAS BIOPHARMA INC","Health Care","Equity","11,250,441.72","0.02","11,250,441.72","550,413.00","20.44","United States","NASDAQ","USD","1.00","USD","-"
"GIC","GLOBAL INDUSTRIAL","Industrials","Equity","11,253,607.86","0.02","11,253,607.86","337,642.00","33.33","United States","NYSE","USD","1.00","USD","-"
"FPI","FARMLAND PARTNERS INC","Real Estate","Equity","11,246,054.25","0.02","11,246,054.25","957,111.00","11.75","United States","NYSE","USD","1.00","USD","-"
"CABO","CABLE ONE INC","Communication","Equity","11,234,757.69","0.02","11,234,757.69","122,343.00","91.83","United States","NYSE","USD","1.00","USD","-"
"NAVN","NAVAN INC CLASS A","Consumer Discretionary","Equity","11,211,126.63","0.02","11,211,126.63","901,941.00","12.43","United States","NASDAQ","USD","1.00","USD","-"
"PAR","PAR TECHNOLOGY CORP","Information Technology","Equity","11,202,889.62","0.02","11,202,889.62","947,791.00","11.82","United States","NYSE","USD","1.00","USD","-"
"HTLD","HEARTLAND EXPRESS INC","Industrials","Equity","11,157,699.15","0.02","11,157,699.15","1,013,415.00","11.01","United States","NASDAQ","USD","1.00","USD","-"
"LBRX","LB PHARMACEUTICALS INC","Health Care","Equity","11,146,259.60","0.02","11,146,259.60","457,940.00","24.34","United States","NASDAQ","USD","1.00","USD","-"
"CIVB","CIVISTA BANCSHARES INC","Financials","Equity","11,150,686.30","0.02","11,150,686.30","463,646.00","24.05","United States","NASDAQ","USD","1.00","USD","-"
"SLDB","SOLID BIOSCIENCES INC","Health Care","Equity","11,142,851.66","0.02","11,142,851.66","1,389,383.00","8.02","United States","NASDAQ","USD","1.00","USD","-"
"MBUU","MALIBU BOATS CLASS A INC","Consumer Discretionary","Equity","11,124,007.44","0.02","11,124,007.44","436,578.00","25.48","United States","NASDAQ","USD","1.00","USD","-"
"GTN","GRAY MEDIA INC","Communication","Equity","11,112,211.33","0.02","11,112,211.33","2,108,579.00","5.27","United States","NYSE","USD","1.00","USD","-"
"PRTA","PROTHENA PLC","Health Care","Equity","11,096,284.50","0.02","11,096,284.50","1,056,789.00","10.50","United States","NASDAQ","USD","1.00","USD","-"
"KMTS","KESTRA MEDICAL TECHNOLOGIES LTD","Health Care","Equity","11,090,550.88","0.02","11,090,550.88","620,624.00","17.87","United States","NASDAQ","USD","1.00","USD","-"
"PHR","PHREESIA INC","Health Care","Equity","11,064,348.88","0.02","11,064,348.88","1,372,748.00","8.06","United States","NYSE","USD","1.00","USD","-"
"XRN","CHIRON REAL ESTATE INC","Real Estate","Equity","11,070,290.88","0.02","11,070,290.88","310,266.00","35.68","United States","NYSE","USD","1.00","USD","-"
"CYRX","CRYOPORT INC","Health Care","Equity","11,047,201.40","0.02","11,047,201.40","1,142,420.00","9.67","United States","NASDAQ","USD","1.00","USD","-"
"CVGW","CALAVO GROWERS INC","Consumer Staples","Equity","11,005,305.30","0.02","11,005,305.30","398,310.00","27.63","United States","NASDAQ","USD","1.00","USD","-"
"MDXG","MIMEDX GROUP INC","Health Care","Equity","11,001,430.89","0.02","11,001,430.89","2,842,747.00","3.87","United States","NASDAQ","USD","1.00","USD","-"
"SFST","SOUTHERN FIRST BANCSHARES INC","Financials","Equity","11,005,086.51","0.02","11,005,086.51","188,411.00","58.41","United States","NASDAQ","USD","1.00","USD","-"
"VREX","VAREX IMAGING CORP","Health Care","Equity","10,995,787.14","0.02","10,995,787.14","983,523.00","11.18","United States","NASDAQ","USD","1.00","USD","-"
"TH","TARGET HOSPITALITY CORP","Consumer Discretionary","Equity","10,976,990.88","0.01","10,976,990.88","759,128.00","14.46","United States","NASDAQ","USD","1.00","USD","-"
"AHRT","AH REALTY INC","Real Estate","Equity","10,918,483.75","0.01","10,918,483.75","1,932,475.00","5.65","United States","NYSE","USD","1.00","USD","-"
"BAND","BANDWIDTH INC CLASS A","Communication","Equity","10,894,370.88","0.01","10,894,370.88","674,992.00","16.14","United States","NASDAQ","USD","1.00","USD","-"
"HBCP","HOME BANCORP INC","Financials","Equity","10,881,998.00","0.01","10,881,998.00","167,725.00","64.88","United States","NASDAQ","USD","1.00","USD","-"
"HIPO","HIPPO HOLDINGS INC","Financials","Equity","10,883,525.85","0.01","10,883,525.85","424,309.00","25.65","United States","NYSE","USD","1.00","USD","-"
"KOPN","KOPIN CORP","Information Technology","Equity","10,878,229.60","0.01","10,878,229.60","4,089,560.00","2.66","United States","NASDAQ","USD","1.00","USD","-"
"MTW","MANITOWOC INC","Industrials","Equity","10,851,178.03","0.01","10,851,178.03","828,967.00","13.09","United States","NYSE","USD","1.00","USD","-"
"BDN","BRANDYWINE REALTY TRUST REIT","Real Estate","Equity","10,806,031.88","0.01","10,806,031.88","4,062,418.00","2.66","United States","NYSE","USD","1.00","USD","-"
"BBW","BUILD A BEAR WORKSHOP INC","Consumer Discretionary","Equity","10,797,761.70","0.01","10,797,761.70","289,795.00","37.26","United States","NYSE","USD","1.00","USD","-"
"MATV","MATIV HOLDINGS INC","Materials","Equity","10,798,160.29","0.01","10,798,160.29","1,268,879.00","8.51","United States","NYSE","USD","1.00","USD","-"
"CDNL","CARDINAL INFRASTRUCTURE GROUP INC","Industrials","Equity","10,798,339.50","0.01","10,798,339.50","236,650.00","45.63","United States","NASDAQ","USD","1.00","USD","-"
"RRBI","RED RIVER BANCSHARES INC","Financials","Equity","10,783,625.31","0.01","10,783,625.31","115,099.00","93.69","United States","NASDAQ","USD","1.00","USD","-"
"CCSI","CONSENSUS CLOUD SOLUTIONS INC","Information Technology","Equity","10,757,748.50","0.01","10,757,748.50","450,115.00","23.90","United States","NASDAQ","USD","1.00","USD","-"
"GEVO","GEVO INC","Energy","Equity","10,734,384.01","0.01","10,734,384.01","5,561,857.00","1.93","United States","NASDAQ","USD","1.00","USD","-"
"HY","HYSTER YALE INC CLASS A","Industrials","Equity","10,715,164.62","0.01","10,715,164.62","294,211.00","36.42","United States","NYSE","USD","1.00","USD","-"
"NATR","NATURES SUNSHINE PRODUCTS INC","Consumer Staples","Equity","10,705,779.13","0.01","10,705,779.13","397,541.00","26.93","United States","NASDAQ","USD","1.00","USD","-"
"CVLG","COVENANT LOGISTICS GROUP INC CLASS","Industrials","Equity","10,690,823.52","0.01","10,690,823.52","375,908.00","28.44","United States","NYSE","USD","1.00","USD","-"
"BTBT","BIT DIGITAL INC","Information Technology","Equity","10,680,473.42","0.01","10,680,473.42","7,795,966.00","1.37","United States","NASDAQ","USD","1.00","USD","-"
"CMCO","COLUMBUS MCKINNON CORP","Industrials","Equity","10,635,134.98","0.01","10,635,134.98","678,694.00","15.67","United States","NASDAQ","USD","1.00","USD","-"
"KRNY","KEARNY FINANCIAL CORP","Financials","Equity","10,594,155.66","0.01","10,594,155.66","1,319,322.00","8.03","United States","NASDAQ","USD","1.00","USD","-"
"IMXI","INTERNATIONAL MONEY EXPRESS INC","Financials","Equity","10,558,157.26","0.01","10,558,157.26","667,393.00","15.82","United States","NASDAQ","USD","1.00","USD","-"
"VITL","VITAL FARMS INC","Consumer Staples","Equity","10,519,902.64","0.01","10,519,902.64","806,741.00","13.04","United States","NASDAQ","USD","1.00","USD","-"
"CTOS","CUSTOM TRUCK ONE SOURCE INC","Industrials","Equity","10,521,591.30","0.01","10,521,591.30","1,449,255.00","7.26","United States","NYSE","USD","1.00","USD","-"
"FULC","FULCRUM THERAPEUTICS INC","Health Care","Equity","10,502,956.00","0.01","10,502,956.00","1,391,120.00","7.55","United States","NASDAQ","USD","1.00","USD","-"
"CWH","CAMPING WORLD HOLDINGS INC CLASS A","Consumer Discretionary","Equity","10,469,220.03","0.01","10,469,220.03","1,436,107.00","7.29","United States","NYSE","USD","1.00","USD","-"
"MCS","THE MARCUS CORP","Communication","Equity","10,417,136.18","0.01","10,417,136.18","547,406.00","19.03","United States","NYSE","USD","1.00","USD","-"
"DHIL","DIAMOND HILL INVESTMENT GROUP INC","Financials","Equity","10,402,872.30","0.01","10,402,872.30","60,517.00","171.90","United States","NASDAQ","USD","1.00","USD","-"
"BWMN","BOWMAN CONSULTING GROUP LTD","Industrials","Equity","10,391,257.89","0.01","10,391,257.89","337,269.00","30.81","United States","NASDAQ","USD","1.00","USD","-"
"IHRT","IHEARTMEDIA INC CLASS A","Communication","Equity","10,350,961.20","0.01","10,350,961.20","2,875,267.00","3.60","United States","NASDAQ","USD","1.00","USD","-"
"ORN","ORION GROUP INC","Industrials","Equity","10,339,743.77","0.01","10,339,743.77","898,327.00","11.51","United States","NYSE","USD","1.00","USD","-"
"TITN","TITAN MACHINERY INC","Industrials","Equity","10,340,476.99","0.01","10,340,476.99","510,137.00","20.27","United States","NASDAQ","USD","1.00","USD","-"
"AVR","ANTERIS TECHNOLOGIES GLOBAL CORP","Health Care","Equity","10,311,903.68","0.01","10,311,903.68","1,815,476.00","5.68","United States","NASDAQ","USD","1.00","USD","-"
"OBT","ORANGE COUNTY BANCORP INC","Financials","Equity","10,300,997.85","0.01","10,300,997.85","295,581.00","34.85","United States","NASDAQ","USD","1.00","USD","-"
"CAL","CALERES INC","Consumer Discretionary","Equity","10,289,975.16","0.01","10,289,975.16","821,883.00","12.52","United States","NYSE","USD","1.00","USD","-"
"EVER","EVERQUOTE INC CLASS A","Communication","Equity","10,286,521.02","0.01","10,286,521.02","681,678.00","15.09","United States","NASDAQ","USD","1.00","USD","-"
"GEFB","GREIF INC CLASS B","Materials","Equity","10,260,990.90","0.01","10,260,990.90","113,670.00","90.27","United States","NYSE","USD","1.00","USD","-"
"YORW","YORK WATER","Utilities","Equity","10,221,171.48","0.01","10,221,171.48","316,641.00","32.28","United States","NASDAQ","USD","1.00","USD","-"
"BXC","BLUELINX HOLDINGS INC","Industrials","Equity","10,198,710.00","0.01","10,198,710.00","182,250.00","55.96","United States","NYSE","USD","1.00","USD","-"
"COFS","CHOICEONE FINANCIAL SERVICES INC","Financials","Equity","10,176,115.95","0.01","10,176,115.95","338,865.00","30.03","United States","NASDAQ","USD","1.00","USD","-"
"NRDS","NERDWALLET INC CLASS A","Financials","Equity","10,155,428.85","0.01","10,155,428.85","969,955.00","10.47","United States","NASDAQ","USD","1.00","USD","-"
"FDMT","4D MOLECULAR THERAPEUTICS INC","Health Care","Equity","10,147,660.20","0.01","10,147,660.20","1,034,420.00","9.81","United States","NASDAQ","USD","1.00","USD","-"
"JCAP","JEFFERSON CAPITAL INC","Financials","Equity","10,093,704.33","0.01","10,093,704.33","504,433.00","20.01","United States","NASDAQ","USD","1.00","USD","-"
"ALLO","ALLOGENE THERAPEUTICS INC","Health Care","Equity","10,080,472.32","0.01","10,080,472.32","3,706,056.00","2.72","United States","NASDAQ","USD","1.00","USD","-"
"CMCL","CALEDONIA MINING PLC","Materials","Equity","10,032,663.48","0.01","10,032,663.48","395,922.00","25.34","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"BOW","BOWHEAD SPECIALTY HOLDINGS INC","Financials","Equity","10,010,281.08","0.01","10,010,281.08","419,191.00","23.88","United States","NYSE","USD","1.00","USD","-"
"UNTY","UNITY BANCORP INC","Financials","Equity","10,002,461.97","0.01","10,002,461.97","179,031.00","55.87","United States","NASDAQ","USD","1.00","USD","-"
"CLDT","CHATHAM LODGING TRUST REIT","Real Estate","Equity","10,008,895.00","0.01","10,008,895.00","1,163,825.00","8.60","United States","NYSE","USD","1.00","USD","-"
"BVS","BIOVENTUS CLASS A INC","Health Care","Equity","9,942,824.52","0.01","9,942,824.52","1,097,442.00","9.06","United States","NASDAQ","USD","1.00","USD","-"
"AEBI","AEBI SCHMIDT HOLDING AG","Industrials","Equity","9,899,618.50","0.01","9,899,618.50","869,150.00","11.39","United States","NASDAQ","USD","1.00","USD","-"
"FWRD","FORWARD AIR CORP","Industrials","Equity","9,875,684.94","0.01","9,875,684.94","515,971.00","19.14","United States","NASDAQ","USD","1.00","USD","-"
"BGS","B AND G FOODS INC","Consumer Staples","Equity","9,866,128.98","0.01","9,866,128.98","1,820,319.00","5.42","United States","NYSE","USD","1.00","USD","-"
"DFH","DREAM FINDERS HOMES INC CLASS A","Consumer Discretionary","Equity","9,857,983.02","0.01","9,857,983.02","709,718.00","13.89","United States","NYSE","USD","1.00","USD","-"
"EBS","EMERGENT BIOSOLUTIONS INC","Health Care","Equity","9,861,994.24","0.01","9,861,994.24","1,238,944.00","7.96","United States","NYSE","USD","1.00","USD","-"
"AQST","AQUESTIVE THERAPEUTICS INC","Health Care","Equity","9,848,438.64","0.01","9,848,438.64","2,413,833.00","4.08","United States","NASDAQ","USD","1.00","USD","-"
"ALT","ALTIMMUNE INC","Health Care","Equity","9,841,286.16","0.01","9,841,286.16","3,037,434.00","3.24","United States","NASDAQ","USD","1.00","USD","-"
"MOV","MOVADO GROUP INC","Consumer Discretionary","Equity","9,846,844.56","0.01","9,846,844.56","368,244.00","26.74","United States","NYSE","USD","1.00","USD","-"
"RGNX","REGENXBIO INC","Health Care","Equity","9,837,986.40","0.01","9,837,986.40","1,117,953.00","8.80","United States","NASDAQ","USD","1.00","USD","-"
"RPC","RIDGEPOST CAPITAL INC CLASS A","Financials","Equity","9,793,204.68","0.01","9,793,204.68","1,383,221.00","7.08","United States","NYSE","USD","1.00","USD","-"
"TIPT","TIPTREE INC","Financials","Equity","9,780,174.02","0.01","9,780,174.02","581,461.00","16.82","United States","NASDAQ","USD","1.00","USD","-"
"OLP","ONE LIBERTY PROPERTIES REIT INC","Real Estate","Equity","9,780,657.25","0.01","9,780,657.25","429,919.00","22.75","United States","NYSE","USD","1.00","USD","-"
"MGTX","MEIRAGTX HOLDINGS PLC","Health Care","Equity","9,753,986.97","0.01","9,753,986.97","1,087,401.00","8.97","United States","NASDAQ","USD","1.00","USD","-"
"TRC","TEJON RANCH","Real Estate","Equity","9,721,720.80","0.01","9,721,720.80","502,155.00","19.36","United States","NYSE","USD","1.00","USD","-"
"OSPN","ONESPAN INC","Information Technology","Equity","9,661,327.60","0.01","9,661,327.60","911,446.00","10.60","United States","NASDAQ","USD","1.00","USD","-"
"CYH","COMMUNITY HEALTH SYSTEMS INC","Health Care","Equity","9,662,385.60","0.01","9,662,385.60","3,067,424.00","3.15","United States","NYSE","USD","1.00","USD","-"
"SSTK","SHUTTERSTOCK INC","Communication","Equity","9,664,599.20","0.01","9,664,599.20","579,760.00","16.67","United States","NYSE","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Information Technology","Equity","9,654,442.56","0.01","9,654,442.56","271,803.00","35.52","United States","NASDAQ","USD","1.00","USD","-"
"UDMY","UDEMY INC","Consumer Discretionary","Equity","9,638,922.15","0.01","9,638,922.15","2,246,835.00","4.29","United States","NASDAQ","USD","1.00","USD","-"
"WTBA","WEST BANCORPORATION INC","Financials","Equity","9,623,390.88","0.01","9,623,390.88","382,792.00","25.14","United States","NASDAQ","USD","1.00","USD","-"
"IPI","INTREPID POTASH INC","Materials","Equity","9,611,649.00","0.01","9,611,649.00","257,340.00","37.35","United States","NYSE","USD","1.00","USD","-"
"ABSI","ABSCI CORP","Health Care","Equity","9,581,030.78","0.01","9,581,030.78","3,215,111.00","2.98","United States","NASDAQ","USD","1.00","USD","-"
"BWB","BRIDGEWATER BANCSHARES INC","Financials","Equity","9,557,967.76","0.01","9,557,967.76","505,178.00","18.92","United States","NASDAQ","USD","1.00","USD","-"
